CustomerID,Frequency,Monetary,LastPurchaseDate,RecencyDays,Segment
14904,2,1025.44,2011-12-07,2,Récent
15543,1,127.86,2011-02-24,288,À réactiver
14364,8,3717.35,2011-08-23,108,Fidèle
14606,93,12156.65,2011-12-08,1,VIP
16073,1,122.4,2011-02-15,297,À réactiver
14032,11,2975.59,2011-12-07,2,VIP
13344,3,2543.72,2011-10-03,67,À réactiver
17720,4,1195.94,2011-11-13,26,Récent
16609,7,5493.46,2011-11-24,15,Fidèle
17692,4,740.94,2011-08-04,127,À réactiver
13589,2,379.65,2011-11-25,14,Récent
12639,1,486.1,2011-04-15,238,À réactiver
14608,4,1785.15,2011-12-05,4,Récent
12744,7,21279.29,2011-10-19,51,Fidèle
16470,4,762.39,2011-10-19,51,À réactiver
16348,7,1469.45,2011-11-07,32,Fidèle
17852,2,114.34,2011-11-28,11,Récent
17715,1,326.4,2011-05-23,200,À réactiver
14327,1,311.65,2011-06-29,163,À réactiver
12713,1,848.55,2011-12-09,0,Récent
18169,1,202.65,2011-10-10,60,À réactiver
17019,4,1272.61,2011-11-28,11,Récent
14422,6,4263.64,2011-12-09,0,Fidèle
16145,11,3799.49,2011-12-01,8,VIP
13098,28,28882.44,2011-12-08,1,VIP
17466,2,763.28,2011-11-29,10,Récent
15835,4,954.09,2011-10-26,44,À réactiver
17730,13,5298.48,2011-12-06,3,VIP
16323,1,207.5,2011-05-27,196,À réactiver
13975,6,2526.28,2011-11-08,31,Fidèle
16473,3,316.11,2011-06-28,164,À réactiver
12535,2,716.35,2011-09-09,91,À réactiver
14507,6,1383.18,2011-11-16,23,Fidèle
13988,6,4147.96,2011-11-20,19,Fidèle
12965,1,771.91,2011-09-11,89,À réactiver
17585,4,1133.07,2011-08-22,109,À réactiver
18191,1,207.8,2011-03-23,261,À réactiver
15452,3,538.73,2011-11-10,29,Récent
14870,1,327.25,2011-03-23,261,À réactiver
15364,2,913.19,2011-09-05,95,À réactiver
16561,2,511.12,2011-12-04,5,Récent
15925,1,207.15,2011-05-29,194,À réactiver
17094,1,302.0,2011-01-21,322,À réactiver
16928,17,2847.6,2011-09-20,80,VIP
16775,11,1695.66,2011-11-29,10,VIP
14051,23,15610.39,2011-12-09,0,VIP
18102,60,259657.3,2011-12-09,0,VIP
17444,3,2940.04,2011-07-15,147,À réactiver
17819,7,3704.87,2011-09-29,71,Fidèle
14415,13,5900.28,2011-12-08,1,VIP
14112,7,2915.15,2011-11-17,22,Fidèle
17785,1,131.94,2011-10-17,53,À réactiver
15882,4,516.36,2011-05-25,198,À réactiver
17242,2,1135.04,2011-08-23,108,À réactiver
12980,9,7374.9,2011-07-05,157,Fidèle
18252,2,526.67,2011-10-20,50,À réactiver
15532,4,1580.93,2011-11-14,25,Récent
17176,1,306.13,2011-05-22,201,À réactiver
12712,13,4396.13,2011-11-11,28,VIP
12962,2,266.39,2011-12-02,7,Récent
14775,3,1011.9,2011-10-12,58,À réactiver
14035,5,1428.02,2011-11-11,28,Fidèle
12797,1,254.03,2010-12-09,365,À réactiver
17871,1,155.9,2011-05-19,204,À réactiver
13228,1,358.0,2011-09-19,81,À réactiver
17805,1,512.31,2011-09-27,73,À réactiver
13295,1,201.2,2010-12-15,359,À réactiver
13132,1,77.3,2011-03-23,261,À réactiver
15206,4,420.3,2011-11-29,10,Récent
14013,3,473.02,2011-08-21,110,À réactiver
12910,8,3075.04,2011-11-16,23,Fidèle
16934,2,950.93,2011-10-16,54,À réactiver
15829,2,636.14,2011-09-01,99,À réactiver
15163,2,304.47,2011-11-21,18,Récent
16191,13,5180.52,2011-12-07,2,VIP
17447,2,541.53,2011-10-30,40,À réactiver
13439,1,283.71,2011-03-29,255,À réactiver
12888,2,354.12,2011-05-09,214,À réactiver
16637,4,1154.47,2011-11-07,32,À réactiver
16292,1,302.25,2011-08-10,121,À réactiver
16657,4,933.62,2011-11-30,9,Récent
12937,4,1504.27,2011-11-24,15,Récent
15700,2,696.68,2011-06-20,172,À réactiver
17946,2,149.58,2011-04-20,233,À réactiver
16917,1,391.52,2011-03-08,276,À réactiver
16952,2,167.61,2011-08-22,109,À réactiver
13517,3,2128.42,2011-10-11,59,À réactiver
14453,1,119.93,2011-06-02,190,À réactiver
16688,4,1260.86,2011-12-08,1,Récent
14474,1,547.66,2011-10-24,46,À réactiver
17817,3,387.68,2011-12-05,4,Récent
15689,2,254.1,2011-08-12,119,À réactiver
15330,2,714.96,2011-11-07,32,À réactiver
14436,1,89.06,2011-09-02,98,À réactiver
14139,1,415.82,2011-10-24,46,À réactiver
17018,2,920.1,2011-10-30,40,À réactiver
16732,1,603.75,2011-11-08,31,À réactiver
16204,1,405.71,2011-11-16,23,Récent
15061,48,54534.14,2011-12-06,3,VIP
13983,12,2603.43,2011-11-10,29,VIP
17861,8,2100.8,2011-12-06,3,Fidèle
12921,37,16587.09,2011-11-30,9,VIP
12589,2,646.68,2011-11-11,28,Récent
15046,15,5213.77,2011-11-30,9,VIP
15097,1,248.08,2011-12-05,4,Récent
17101,4,1621.73,2011-11-29,10,Récent
15549,3,1693.26,2011-09-23,77,À réactiver
13549,7,918.2,2011-11-14,25,Fidèle
13000,3,534.85,2011-08-25,106,À réactiver
18259,3,2338.6,2011-11-15,24,Récent
15958,1,104.35,2011-09-26,74,À réactiver
16516,1,101.7,2011-11-09,30,Récent
16168,27,3787.6,2011-11-29,10,VIP
13034,2,642.77,2011-10-16,54,À réactiver
13236,2,744.85,2011-11-15,24,Récent
14534,18,4447.05,2011-12-07,2,VIP
18059,3,306.46,2011-11-16,23,Récent
17295,3,556.95,2011-11-11,28,Récent
13575,5,732.07,2011-11-16,23,Fidèle
13993,9,3466.36,2011-10-28,42,Fidèle
15719,13,5045.61,2011-11-07,32,VIP
14730,8,2005.06,2011-12-08,1,Fidèle
14828,3,2139.76,2011-05-27,196,À réactiver
14088,13,50491.81,2011-11-29,10,VIP
15894,2,263.55,2011-03-31,253,À réactiver
16389,4,1382.07,2011-10-17,53,À réactiver
13531,2,483.8,2011-05-18,205,À réactiver
15014,2,260.17,2011-10-27,43,À réactiver
18173,4,2106.84,2011-09-14,86,À réactiver
15388,1,140.54,2011-03-14,270,À réactiver
17119,2,606.91,2011-12-06,3,Récent
15518,8,1942.45,2011-10-06,64,Fidèle
16055,1,134.8,2011-05-03,220,À réactiver
14538,2,388.25,2011-10-06,64,À réactiver
13895,4,2593.07,2011-11-11,28,Récent
12749,5,4090.88,2011-12-06,3,Fidèle
17187,1,203.95,2011-04-27,226,À réactiver
15942,1,337.44,2011-07-29,133,À réactiver
14975,1,279.94,2011-10-13,57,À réactiver
12558,1,269.96,2011-12-02,7,Récent
17619,1,218.52,2011-01-31,312,À réactiver
15159,30,18641.01,2011-12-08,1,VIP
14656,2,291.05,2011-06-23,169,À réactiver
15034,8,4308.61,2011-11-24,15,Fidèle
14210,6,1905.84,2011-08-26,105,Fidèle
12583,15,7281.38,2011-12-07,2,VIP
12875,2,343.23,2011-07-19,143,À réactiver
15865,3,895.13,2011-10-30,40,À réactiver
15252,2,740.78,2011-11-03,36,À réactiver
15199,4,1268.7,2011-10-11,59,À réactiver
17519,6,1844.02,2011-11-22,17,Fidèle
16882,3,705.12,2011-10-04,66,À réactiver
12556,2,603.71,2011-10-20,50,À réactiver
17886,3,899.61,2011-11-08,31,À réactiver
18145,4,2861.55,2011-11-27,12,Récent
17739,7,2791.35,2011-11-28,11,Fidèle
14040,12,3614.92,2011-10-30,40,VIP
14154,2,1345.62,2011-04-14,239,À réactiver
17885,1,190.19,2011-11-27,12,Récent
14257,5,3099.72,2011-10-06,64,Fidèle
16419,6,972.23,2011-08-19,112,Fidèle
18084,1,90.48,2011-11-23,16,Récent
17033,3,1030.14,2011-09-14,86,À réactiver
13318,3,640.76,2011-12-08,1,Récent
17350,4,1286.07,2011-12-01,8,Récent
18068,1,101.7,2011-02-23,289,À réactiver
12519,1,340.84,2011-10-07,63,À réactiver
12580,1,415.7,2011-04-07,246,À réactiver
12857,2,1106.4,2011-05-13,210,À réactiver
16024,1,251.24,2011-11-27,12,Récent
13279,1,137.75,2011-09-22,78,À réactiver
13229,1,160.95,2011-04-28,225,À réactiver
12462,2,1189.59,2011-11-21,18,Récent
18041,21,4183.39,2011-11-28,11,VIP
14861,1,125.79,2011-10-18,52,À réactiver
13339,1,860.12,2011-05-23,200,À réactiver
13015,5,3346.28,2011-10-17,53,Fidèle
14077,5,499.42,2011-10-30,40,Fidèle
14291,11,3883.25,2011-12-08,1,VIP
16038,3,471.78,2011-12-02,7,Récent
17377,20,4100.92,2011-11-16,23,VIP
17049,9,5659.98,2011-12-07,2,Fidèle
14407,6,2157.73,2011-08-24,107,Fidèle
15508,6,1000.27,2011-06-03,189,Fidèle
17771,2,245.81,2011-10-14,56,À réactiver
17263,1,63.44,2011-05-15,208,À réactiver
15347,1,201.6,2010-12-08,366,À réactiver
15333,1,1028.56,2011-05-15,208,À réactiver
14862,2,841.2,2011-11-14,25,Récent
18133,1,931.5,2011-05-11,212,À réactiver
14638,1,443.6,2011-10-20,50,À réactiver
13357,1,609.95,2011-03-27,257,À réactiver
14089,1,161.0,2011-10-14,56,À réactiver
13267,19,4521.49,2011-12-07,2,VIP
12750,1,275.88,2011-08-03,128,À réactiver
16558,20,8338.49,2011-12-09,0,VIP
16685,2,324.24,2011-10-09,61,À réactiver
13643,3,519.44,2011-11-08,31,À réactiver
14988,1,334.54,2011-05-12,211,À réactiver
12526,3,1316.66,2011-12-09,0,Récent
16942,9,1920.59,2011-11-27,12,Fidèle
17702,4,1824.37,2011-11-09,30,Récent
15806,3,784.58,2011-10-24,46,À réactiver
16533,3,1095.56,2011-11-20,19,Récent
14591,4,1447.14,2011-11-24,15,Récent
15027,4,1066.15,2011-11-09,30,Récent
12770,1,1351.45,2011-05-13,210,À réactiver
17531,1,296.7,2011-06-02,190,À réactiver
14488,1,1064.28,2011-10-03,67,À réactiver
15506,3,979.26,2011-11-17,22,Récent
14214,5,1004.38,2011-11-09,30,Fidèle
12431,15,6487.45,2011-11-04,35,VIP
15701,4,1542.14,2011-12-07,2,Récent
12432,5,5059.32,2011-10-28,42,Fidèle
13552,12,3740.07,2011-10-04,66,VIP
13489,4,449.52,2011-08-26,105,À réactiver
15276,1,135.31,2011-10-04,66,À réactiver
14681,3,498.95,2011-09-29,71,À réactiver
12513,1,612.29,2011-08-19,112,À réactiver
14297,4,1305.33,2011-11-22,17,Récent
14853,2,475.8,2011-11-15,24,Récent
15223,2,755.75,2011-04-28,225,À réactiver
18123,2,589.44,2011-11-15,24,Récent
16754,1,2002.4,2010-12-02,372,À réactiver
15050,3,1782.09,2011-11-14,25,Récent
15746,1,196.88,2011-07-28,134,À réactiver
17382,1,65.4,2011-10-05,65,À réactiver
17859,1,148.21,2011-02-08,304,À réactiver
17325,1,96.8,2011-03-04,280,À réactiver
16932,1,161.94,2011-10-17,53,À réactiver
14852,6,2836.69,2011-10-12,58,Fidèle
15435,1,149.29,2011-11-17,22,Récent
12421,4,807.04,2011-11-24,15,Récent
14132,11,3586.03,2011-12-07,2,VIP
14404,6,1474.32,2011-11-06,33,Fidèle
15245,3,2515.84,2011-07-28,134,À réactiver
15365,7,2314.32,2011-11-14,25,Fidèle
12473,5,3938.55,2011-11-10,29,Fidèle
16369,3,1553.66,2011-11-21,18,Récent
14113,4,1840.42,2011-12-06,3,Récent
17135,7,1139.73,2011-11-23,16,Fidèle
12349,1,1757.55,2011-11-21,18,Récent
14954,1,336.17,2011-11-27,12,Récent
15984,10,2837.67,2011-12-07,2,VIP
15339,2,574.07,2011-10-04,66,À réactiver
15811,6,2218.62,2011-11-17,22,Fidèle
16591,1,213.5,2011-10-02,68,À réactiver
17618,3,971.58,2011-12-04,5,Récent
15393,2,231.86,2011-11-23,16,Récent
14785,2,77.4,2011-11-29,10,Récent
15186,2,411.41,2011-11-25,14,Récent
17398,3,653.38,2011-08-17,114,À réactiver
13859,1,201.16,2011-01-17,326,À réactiver
15582,3,682.91,2011-11-15,24,Récent
14618,3,553.44,2011-11-30,9,Récent
14451,2,662.59,2011-10-10,60,À réactiver
15504,1,52.83,2011-09-19,81,À réactiver
13655,2,932.97,2011-08-17,114,À réactiver
16400,1,303.93,2011-09-06,94,À réactiver
16052,1,362.06,2011-10-16,54,À réactiver
14354,2,163.62,2011-12-04,5,Récent
16573,2,663.61,2011-09-16,84,À réactiver
16429,1,284.55,2011-08-25,106,À réactiver
18015,1,120.03,2011-12-05,4,Récent
17171,1,224.91,2011-02-23,289,À réactiver
14540,3,996.26,2011-11-30,9,Récent
14628,2,671.96,2011-09-09,91,À réactiver
13093,8,7832.47,2011-03-09,275,Fidèle
13085,2,416.08,2011-07-05,157,À réactiver
15987,7,1451.28,2011-11-27,12,Fidèle
16949,6,1286.27,2011-12-06,3,Fidèle
16411,2,214.65,2011-11-20,19,Récent
17589,4,2404.17,2011-10-10,60,À réactiver
13951,3,674.45,2011-06-16,176,À réactiver
17453,2,486.72,2011-11-22,17,Récent
14804,1,353.27,2011-12-01,8,Récent
13717,6,1445.01,2011-11-07,32,Fidèle
16971,1,357.21,2011-11-01,38,À réactiver
16104,1,302.36,2011-10-09,61,À réactiver
15747,3,974.04,2011-11-27,12,Récent
17967,1,123.07,2010-12-03,371,À réactiver
12391,1,460.89,2011-11-18,21,Récent
13521,3,1093.65,2011-12-08,1,Récent
16871,6,2812.34,2011-11-17,22,Fidèle
16887,1,194.88,2011-11-04,35,À réactiver
13868,2,3192.54,2011-12-02,7,Récent
15471,1,469.48,2011-12-07,2,Récent
14676,6,2548.24,2011-11-08,31,Fidèle
14903,5,2810.63,2011-11-18,21,Fidèle
12667,1,620.13,2011-10-12,58,À réactiver
15766,1,315.06,2011-10-06,64,À réactiver
15801,3,1063.95,2011-10-24,46,À réactiver
13351,1,373.94,2011-10-04,66,À réactiver
14978,5,1931.42,2011-09-28,72,Fidèle
14757,1,420.5,2011-09-25,75,À réactiver
16595,1,360.16,2011-10-09,61,À réactiver
17551,1,306.84,2010-12-15,359,À réactiver
17556,1,157.9,2011-05-18,205,À réactiver
16236,1,432.2,2011-09-22,78,À réactiver
16311,2,616.26,2011-11-22,17,Récent
17623,1,527.05,2011-11-07,32,À réactiver
18143,2,1000.16,2011-08-15,116,À réactiver
12474,18,7375.79,2011-11-22,17,VIP
15602,9,1297.87,2011-12-01,8,Fidèle
15237,4,1412.32,2011-12-08,1,Récent
17268,4,763.64,2011-08-24,107,À réactiver
13689,1,910.0,2011-10-07,63,À réactiver
15002,4,1641.76,2011-08-16,115,À réactiver
12704,8,2340.84,2011-12-02,7,Fidèle
16610,1,75.66,2011-05-04,219,À réactiver
15628,9,2870.24,2011-12-05,4,Fidèle
15648,2,657.35,2011-05-19,204,À réactiver
12828,6,1018.71,2011-12-07,2,Fidèle
12791,1,192.6,2010-12-01,373,À réactiver
16960,3,507.05,2011-11-01,38,À réactiver
13168,4,1319.19,2011-11-03,36,À réactiver
17267,2,317.62,2011-08-04,127,À réactiver
17744,6,2322.4,2011-12-06,3,Fidèle
13397,5,1544.13,2011-09-28,72,Fidèle
13249,3,711.41,2011-09-08,92,À réactiver
12631,1,640.5,2011-10-13,57,À réactiver
15208,5,870.12,2011-12-08,1,Fidèle
12834,1,312.38,2011-03-02,282,À réactiver
12994,3,974.42,2011-12-05,4,Récent
17155,2,251.7,2011-11-22,17,Récent
17124,1,298.89,2011-06-07,185,À réactiver
13106,1,76.5,2011-07-29,133,À réactiver
16006,1,101.4,2011-05-12,211,À réactiver
13518,1,659.44,2011-09-15,85,À réactiver
18227,1,93.75,2011-05-06,217,À réactiver
14020,2,642.8,2011-11-23,16,Récent
14349,1,133.5,2011-11-29,10,Récent
15621,4,1293.03,2011-12-05,4,Récent
15059,9,1337.72,2011-10-30,40,Fidèle
17457,5,1737.7,2011-08-05,126,Fidèle
15304,8,694.4,2011-10-10,60,Fidèle
14841,6,3295.76,2011-10-17,53,Fidèle
15764,6,3279.97,2011-09-12,88,Fidèle
15465,18,7354.62,2011-11-20,19,VIP
17179,3,711.79,2011-06-14,178,À réactiver
12414,3,562.41,2011-05-06,217,À réactiver
12408,5,2888.55,2011-11-07,32,Fidèle
16967,1,319.02,2011-06-03,189,À réactiver
13878,1,1281.53,2011-10-16,54,À réactiver
14600,1,393.33,2011-02-07,305,À réactiver
17866,1,329.65,2011-07-20,142,À réactiver
16458,18,3482.74,2011-12-07,2,VIP
17238,17,3744.65,2011-12-07,2,VIP
17874,6,683.46,2011-06-07,185,Fidèle
15587,4,913.68,2011-10-20,50,À réactiver
14470,2,461.19,2011-11-28,11,Récent
14998,2,429.87,2011-06-22,170,À réactiver
14972,1,114.77,2011-08-03,128,À réactiver
17790,14,1965.55,2011-11-13,26,VIP
13316,4,5977.73,2011-11-02,37,À réactiver
13596,2,697.04,2011-12-04,5,Récent
13743,7,1341.6,2011-12-07,2,Fidèle
16668,6,306.72,2011-11-24,15,Fidèle
15544,9,3546.71,2011-11-30,9,Fidèle
18171,5,1231.31,2011-10-12,58,Fidèle
15725,1,415.25,2011-11-24,15,Récent
18018,2,122.14,2011-08-23,108,À réactiver
18215,1,299.34,2011-09-11,89,À réactiver
14195,2,1012.0,2011-05-22,201,À réactiver
14205,2,466.7,2011-11-23,16,Récent
16372,2,367.93,2011-11-06,33,À réactiver
13356,1,768.24,2011-09-20,80,À réactiver
14350,1,282.93,2011-03-10,274,À réactiver
17205,1,384.08,2011-10-17,53,À réactiver
12565,1,145.92,2011-02-24,288,À réactiver
13571,12,2092.32,2011-11-27,12,VIP
18118,26,5653.82,2011-11-29,10,VIP
15478,2,1441.42,2011-10-30,40,À réactiver
15704,4,2293.62,2011-07-22,140,À réactiver
17596,7,2827.93,2011-11-16,23,Fidèle
15537,1,110.92,2011-06-29,163,À réactiver
17682,6,2474.33,2011-11-29,10,Fidèle
12853,6,1957.1,2011-07-28,134,Fidèle
13470,2,165.0,2011-09-01,99,À réactiver
15724,2,218.25,2011-05-22,201,À réactiver
12966,1,160.18,2011-11-30,9,Récent
17222,1,354.15,2011-10-05,65,À réactiver
14847,1,309.4,2011-07-14,148,À réactiver
15076,1,880.85,2011-06-20,172,À réactiver
14815,2,778.5,2011-11-03,36,À réactiver
13887,1,349.55,2011-05-19,204,À réactiver
17564,3,454.01,2011-11-15,24,Récent
13226,1,108.21,2011-03-11,273,À réactiver
16895,1,219.14,2011-10-06,64,À réactiver
16965,1,201.19,2011-04-27,226,À réactiver
13858,1,216.17,2011-10-13,57,À réactiver
17433,1,303.16,2011-09-12,88,À réactiver
14079,1,375.1,2011-08-07,124,À réactiver
14163,4,2445.91,2011-09-13,87,À réactiver
17675,31,20374.28,2011-12-08,1,VIP
12638,1,671.69,2011-11-06,33,À réactiver
18168,6,1169.94,2011-06-16,176,Fidèle
16393,13,3046.21,2011-12-07,2,VIP
14355,1,174.4,2010-12-09,365,À réactiver
12867,7,4036.82,2011-11-13,26,Fidèle
17157,2,319.0,2011-12-02,7,Récent
17772,2,182.77,2011-11-29,10,Récent
15355,2,277.05,2011-11-10,29,Récent
12442,1,172.06,2011-12-06,3,Récent
17574,1,185.65,2011-04-11,242,À réactiver
12360,3,2662.06,2011-10-18,52,À réactiver
12574,1,218.45,2011-01-28,315,À réactiver
16811,2,547.07,2011-12-05,4,Récent
15562,1,134.55,2010-12-23,351,À réactiver
13428,1,218.47,2011-11-29,10,Récent
16643,1,487.51,2011-04-08,245,À réactiver
15996,6,1060.68,2011-09-12,88,Fidèle
13533,3,270.79,2011-06-10,182,À réactiver
16278,1,566.38,2011-08-31,100,À réactiver
17025,3,357.77,2011-10-10,60,À réactiver
16907,5,981.65,2011-11-10,29,Fidèle
15963,2,470.76,2011-11-20,19,Récent
17901,1,110.38,2011-11-10,29,Récent
12346,1,77183.6,2011-01-18,325,À réactiver
16214,3,1062.75,2011-06-22,170,À réactiver
12461,2,826.88,2011-09-06,94,À réactiver
17894,8,1119.81,2011-09-29,71,Fidèle
14967,1,463.8,2011-10-21,49,À réactiver
16909,1,379.14,2011-09-28,72,À réactiver
14338,2,588.22,2011-07-01,161,À réactiver
12491,1,460.4,2011-11-01,38,À réactiver
17889,2,203.87,2011-05-11,212,À réactiver
17680,1,184.4,2011-11-16,23,Récent
14387,3,1770.56,2011-11-07,32,À réactiver
15482,12,11054.96,2011-11-24,15,VIP
17313,1,2328.84,2011-11-08,31,À réactiver
12500,11,4257.82,2011-11-16,23,VIP
14290,5,2314.65,2011-11-28,11,Fidèle
15098,3,39916.5,2011-06-10,182,À réactiver
14198,4,701.4,2011-11-21,18,Récent
17091,9,3827.76,2011-12-07,2,Fidèle
14547,8,4007.54,2011-12-06,3,Fidèle
13991,6,855.97,2011-11-27,12,Fidèle
12993,4,414.76,2011-11-16,23,Récent
18037,6,70.02,2011-07-08,154,Fidèle
17506,1,302.2,2011-09-25,75,À réactiver
17937,7,4301.22,2011-12-01,8,Fidèle
14216,4,1839.3,2011-12-06,3,Récent
13247,4,501.12,2011-11-22,17,Récent
12936,4,1063.9,2011-11-22,17,Récent
13583,1,781.03,2011-07-07,155,À réactiver
13529,2,307.76,2011-09-22,78,À réactiver
13067,1,115.46,2011-09-18,82,À réactiver
13712,1,228.84,2011-04-07,246,À réactiver
15977,2,1054.73,2011-11-22,17,Récent
17517,1,153.94,2011-02-04,308,À réactiver
17198,3,692.22,2011-11-16,23,Récent
15044,17,7700.23,2011-11-20,19,VIP
17513,1,513.2,2011-09-28,72,À réactiver
14603,1,660.0,2011-03-10,274,À réactiver
15852,2,160.71,2011-06-06,186,À réactiver
16113,1,161.38,2011-06-09,183,À réactiver
16305,1,361.22,2011-07-24,138,À réactiver
14031,19,17286.86,2011-12-02,7,VIP
13801,1,324.8,2011-10-04,66,À réactiver
14495,2,123.8,2011-10-20,50,À réactiver
14104,2,216.21,2011-07-08,154,À réactiver
13120,1,30.6,2011-04-15,238,À réactiver
16780,2,425.19,2011-08-31,100,À réactiver
12576,5,1315.83,2011-11-04,35,Fidèle
16284,2,823.97,2011-11-08,31,À réactiver
15639,1,425.32,2011-07-28,134,À réactiver
14542,1,103.25,2011-06-07,185,À réactiver
12719,2,644.95,2011-12-04,5,Récent
13690,1,172.25,2011-10-11,59,À réactiver
17728,3,2876.01,2011-12-06,3,Récent
15171,1,1289.5,2011-01-12,331,À réactiver
18044,10,2088.6,2011-12-05,4,VIP
14389,2,1043.46,2011-10-05,65,À réactiver
13880,13,3219.77,2011-11-18,21,VIP
15547,14,4954.84,2011-12-02,7,VIP
17419,12,4226.57,2011-11-28,11,VIP
15238,3,1071.99,2011-11-10,29,Récent
14643,2,693.81,2011-06-22,170,À réactiver
15812,5,1801.14,2011-08-24,107,Fidèle
18235,3,1796.48,2011-09-29,71,À réactiver
12743,2,546.43,2011-07-28,134,À réactiver
16406,1,163.07,2011-11-21,18,Récent
13659,2,1573.2,2011-05-18,205,À réactiver
15145,4,1194.73,2011-12-05,4,Récent
17830,3,398.7,2011-12-08,1,Récent
16756,1,239.4,2011-05-09,214,À réactiver
14052,1,225.36,2011-11-20,19,Récent
17058,3,1179.89,2011-09-19,81,À réactiver
14150,2,658.64,2011-11-04,35,À réactiver
17976,1,353.19,2010-12-02,372,À réactiver
16902,1,1706.88,2011-08-15,116,À réactiver
16613,1,618.59,2011-09-30,70,À réactiver
17609,5,1112.22,2011-10-30,40,Fidèle
13314,3,775.94,2011-12-08,1,Récent
15128,4,1471.0,2011-10-10,60,À réactiver
16745,17,7194.3,2011-09-14,86,VIP
17652,12,4867.72,2011-11-14,25,VIP
18074,1,489.6,2010-12-01,373,À réactiver
13784,11,2462.79,2011-11-30,9,VIP
14408,7,2606.53,2011-11-29,10,Fidèle
16597,1,90.04,2011-12-05,4,Récent
17560,4,854.95,2011-09-06,94,À réactiver
17732,1,303.97,2010-12-02,372,À réactiver
14273,4,559.97,2011-10-19,51,À réactiver
14500,3,356.85,2011-09-12,88,À réactiver
15307,1,205.3,2011-09-05,95,À réactiver
17789,1,225.9,2011-03-03,281,À réactiver
12644,1,477.91,2011-08-02,129,À réactiver
16327,6,3844.22,2011-11-25,14,Fidèle
12871,2,380.64,2011-09-16,84,À réactiver
17698,1,154.95,2011-03-24,260,À réactiver
15280,1,113.12,2011-06-20,172,À réactiver
14396,2,487.99,2011-10-05,65,À réactiver
15753,1,79.2,2011-02-08,304,À réactiver
12409,3,11072.67,2011-09-22,78,À réactiver
15939,15,6115.01,2011-09-11,89,VIP
16353,23,6675.71,2011-12-06,3,VIP
14735,32,6065.69,2011-12-06,3,VIP
16081,5,2806.9,2011-10-14,56,Fidèle
17394,1,203.87,2011-05-04,219,À réactiver
16513,4,874.59,2011-12-05,4,Récent
14248,1,302.58,2011-01-25,318,À réactiver
15074,1,748.87,2011-08-26,105,À réactiver
13675,2,486.82,2011-07-11,151,À réactiver
16863,2,502.8,2011-11-08,31,À réactiver
13630,7,2031.78,2011-12-04,5,Fidèle
15432,1,171.19,2011-11-16,23,Récent
12579,1,440.42,2011-09-22,78,À réactiver
15010,1,308.94,2011-11-04,35,À réactiver
16116,1,612.78,2011-05-12,211,À réactiver
17949,45,58510.48,2011-12-08,1,VIP
17757,30,5605.29,2011-12-08,1,VIP
14282,15,3729.34,2011-12-06,3,VIP
12472,7,6572.11,2011-11-07,32,Fidèle
12481,10,5596.32,2011-11-17,22,VIP
13634,5,1575.16,2011-11-06,33,Fidèle
12435,2,7829.89,2011-09-21,79,À réactiver
14472,8,1936.84,2011-08-28,103,Fidèle
12955,11,4757.16,2011-12-08,1,VIP
18080,2,1231.5,2011-11-21,18,Récent
16747,2,836.06,2011-11-02,37,À réactiver
16806,4,801.49,2011-08-28,103,À réactiver
13959,3,598.2,2011-09-21,79,À réactiver
13213,5,1520.58,2011-10-14,56,Fidèle
15646,3,447.64,2011-07-05,157,À réactiver
13430,2,679.45,2011-11-21,18,Récent
17980,3,811.45,2011-06-27,165,À réactiver
12356,3,2811.43,2011-11-17,22,Récent
12827,3,430.15,2011-12-04,5,Récent
16587,1,225.15,2011-04-21,232,À réactiver
12824,1,397.12,2011-10-11,59,À réactiver
13581,1,118.0,2011-02-03,309,À réactiver
16805,2,460.59,2011-06-19,173,À réactiver
17274,1,111.98,2011-11-04,35,À réactiver
13300,1,371.89,2011-06-23,169,À réactiver
17357,2,388.14,2011-11-15,24,Récent
15607,1,104.76,2011-01-07,336,À réactiver
16226,3,255.12,2011-05-20,203,À réactiver
16185,2,529.41,2011-11-23,16,Récent
17767,1,271.2,2011-11-24,15,Récent
14156,55,117379.63,2011-11-30,9,VIP
15114,10,2760.56,2011-11-09,30,VIP
15367,4,1877.59,2011-10-13,57,À réactiver
15133,3,982.42,2011-08-04,127,À réactiver
15241,8,1756.44,2011-10-04,66,Fidèle
17186,2,144.0,2011-10-24,46,À réactiver
16979,6,1852.0,2011-12-06,3,Fidèle
16767,11,5580.6,2011-11-09,30,VIP
13384,7,4151.93,2011-11-09,30,Fidèle
14339,1,309.52,2011-04-11,242,À réactiver
16536,1,548.97,2011-08-21,110,À réactiver
17655,7,2638.94,2011-11-29,10,Fidèle
13049,2,656.68,2011-10-06,64,À réactiver
17629,8,1814.12,2011-12-04,5,Fidèle
12578,2,2794.51,2011-11-18,21,Récent
13193,1,117.88,2011-10-09,61,À réactiver
17330,2,363.9,2011-11-17,22,Récent
12917,1,594.0,2011-08-03,128,À réactiver
12863,1,521.2,2011-10-18,52,À réactiver
16247,1,114.56,2011-06-22,170,À réactiver
16319,1,404.4,2011-05-06,217,À réactiver
14234,4,775.46,2011-11-17,22,Récent
13456,6,1766.72,2011-11-22,17,Fidèle
13892,4,632.97,2011-11-13,26,Récent
14882,2,589.7,2011-11-13,26,Récent
16098,7,2005.63,2011-09-13,87,Fidèle
