CustomerID,Country,Revenue,Orders,Average line amount
13911,United Kingdom,2580.91,9,17.44
14546,United Kingdom,2578.09,5,6.46
16912,United Kingdom,2575.38,11,25.5
15485,United Kingdom,2575.0,3,29.94
18245,United Kingdom,2567.06,7,14.67
16308,United Kingdom,2560.0,4,640.0
15572,United Kingdom,2552.86,7,11.87
14334,United Kingdom,2552.21,8,15.75
14701,United Kingdom,2549.37,9,7.61
14676,United Kingdom,2548.24,6,60.67
13344,United Kingdom,2543.72,3,21.38
14776,United Kingdom,2538.3,11,21.69
17700,United Kingdom,2534.64,4,17.85
13471,United Kingdom,2531.58,4,9.74
14659,United Kingdom,2529.93,9,10.0
17314,United Kingdom,2527.92,8,19.3
13975,United Kingdom,2526.28,6,7.47
17449,United Kingdom,2520.86,7,9.1
13394,United Kingdom,2520.02,8,16.26
15245,United Kingdom,2515.84,3,28.27
15271,United Kingdom,2507.07,15,9.15
12352,Norway,2506.04,8,29.48
13695,United Kingdom,2504.13,15,27.82
12517,Germany,2502.84,5,8.81
15932,United Kingdom,2495.87,8,21.7
16477,United Kingdom,2494.46,7,17.09
12483,Sweden,2484.98,8,33.13
12913,United Kingdom,2483.63,5,49.67
16710,United Kingdom,2483.04,10,6.18
14315,United Kingdom,2481.13,6,24.57
13507,United Kingdom,2479.16,4,15.3
13588,United Kingdom,2478.95,9,14.25
17682,United Kingdom,2474.33,6,20.97
17188,United Kingdom,2474.23,7,29.46
14766,United Kingdom,2473.37,6,18.32
14502,United Kingdom,2470.67,11,3.96
17164,United Kingdom,2467.35,7,17.13
15750,United Kingdom,2465.48,8,8.41
17131,United Kingdom,2463.17,5,18.38
13784,United Kingdom,2462.79,11,79.44
15674,United Kingdom,2446.6,5,21.46
14163,United Kingdom,2445.91,4,47.04
15527,United Kingdom,2429.78,8,14.91
17071,United Kingdom,2429.03,9,17.35
13949,United Kingdom,2427.32,6,15.17
16143,United Kingdom,2424.94,6,20.73
17722,United Kingdom,2424.04,4,21.08
15089,United Kingdom,2420.84,6,16.7
15373,United Kingdom,2415.91,12,18.3
12397,Belgium,2409.9,2,19.13
17589,United Kingdom,2404.17,4,9.5
15980,United Kingdom,2398.86,3,55.79
18065,United Kingdom,2392.83,14,17.47
13141,United Kingdom,2388.75,5,17.69
15370,United Kingdom,2386.05,7,25.38
17530,United Kingdom,2385.0,10,6.05
14493,United Kingdom,2383.24,5,19.86
14554,United Kingdom,2381.04,4,11.02
14239,United Kingdom,2380.85,11,21.26
15270,United Kingdom,2379.49,7,58.04
13722,United Kingdom,2375.41,3,27.95
17434,United Kingdom,2373.82,7,17.72
14930,Channel Islands,2372.86,3,18.54
13908,United Kingdom,2369.55,4,19.42
15755,United Kingdom,2364.25,6,16.77
17634,United Kingdom,2361.97,9,7.95
14030,United Kingdom,2360.09,8,9.71
14440,United Kingdom,2357.68,5,42.87
15140,United Kingdom,2354.25,7,29.43
14309,United Kingdom,2352.53,9,20.11
12704,Finland,2340.84,8,26.6
18259,United Kingdom,2338.6,3,55.68
12584,Italy,2338.15,9,24.36
18257,United Kingdom,2337.63,8,19.81
17954,United Kingdom,2332.72,12,4.81
15281,United Kingdom,2332.15,9,16.78
12782,Portugal,2330.92,5,22.63
15785,United Kingdom,2328.97,5,28.06
17313,United Kingdom,2328.84,1,97.03
17744,United Kingdom,2322.4,6,17.08
17211,United Kingdom,2317.22,8,10.98
14290,United Kingdom,2314.65,5,22.92
15365,United Kingdom,2314.32,7,20.3
13994,United Kingdom,2313.14,6,14.92
13704,United Kingdom,2308.06,9,17.22
15288,United Kingdom,2306.52,5,26.21
16735,United Kingdom,2300.56,5,18.4
16550,United Kingdom,2298.97,5,9.16
15105,United Kingdom,2298.93,7,22.76
13115,United Kingdom,2294.78,4,19.12
15704,United Kingdom,2293.62,4,19.6
12615,France,2291.19,4,21.82
13527,United Kingdom,2287.51,7,10.26
17696,United Kingdom,2285.71,8,19.88
12684,France,2283.63,7,21.75
16782,United Kingdom,2279.9,13,12.0
13317,United Kingdom,2273.68,6,18.34
17768,United Kingdom,2273.18,3,21.65
14466,United Kingdom,2272.4,7,31.56
13700,United Kingdom,2265.12,10,11.5
16057,United Kingdom,2263.12,7,18.7
16209,United Kingdom,2262.62,5,49.19
14432,United Kingdom,2255.51,6,5.9
16293,United Kingdom,2248.99,10,19.06
17442,United Kingdom,2248.56,6,16.66
15235,United Kingdom,2247.51,12,15.72
16771,United Kingdom,2246.81,5,8.81
15665,United Kingdom,2242.01,2,19.33
14211,United Kingdom,2241.1,9,20.01
16743,United Kingdom,2238.09,7,11.72
14560,United Kingdom,2237.77,22,30.24
14700,United Kingdom,2235.3,3,19.44
16076,United Kingdom,2234.73,10,17.32
15834,United Kingdom,2233.75,4,8.18
18242,United Kingdom,2232.49,4,28.62
14226,United Kingdom,2232.19,5,33.32
14825,United Kingdom,2226.91,12,18.4
17591,United Kingdom,2225.97,7,13.41
12783,Portugal,2225.91,6,26.5
13365,United Kingdom,2225.37,2,17.39
15722,United Kingdom,2222.56,5,32.21
15811,United Kingdom,2218.62,6,16.68
12876,Belgium,2218.02,2,26.09
12653,Israel,2209.85,2,51.39
13862,United Kingdom,2209.36,8,15.89
15797,United Kingdom,2207.4,4,275.92
15179,United Kingdom,2206.95,5,23.73
13831,United Kingdom,2202.99,6,29.77
17406,United Kingdom,2200.42,3,19.47
15123,United Kingdom,2199.31,2,20.75
16628,United Kingdom,2188.05,5,18.7
15394,United Kingdom,2183.54,4,25.69
14341,United Kingdom,2182.28,8,16.92
12856,United Kingdom,2179.93,6,6.94
12909,United Kingdom,2178.67,5,23.94
12501,Germany,2169.39,1,14.56
12633,Germany,2163.98,4,21.43
13755,United Kingdom,2161.35,9,6.32
12935,United Kingdom,2160.7,7,16.75
16456,United Kingdom,2158.37,5,19.44
14407,United Kingdom,2157.73,6,29.56
16379,United Kingdom,2157.4,4,19.98
13224,United Kingdom,2155.95,2,19.96
16966,United Kingdom,2154.97,7,76.96
17272,United Kingdom,2148.63,4,18.85
14828,United Kingdom,2139.76,3,125.87
12560,Germany,2134.01,3,20.32
17400,United Kingdom,2129.96,5,10.0
13517,United Kingdom,2128.42,3,15.1
14360,United Kingdom,2128.23,4,18.04
16407,United Kingdom,2126.93,10,12.37
14640,United Kingdom,2125.08,6,20.05
15058,United Kingdom,2124.99,11,7.7
13632,United Kingdom,2121.27,5,14.53
18061,United Kingdom,2119.41,10,46.07
18008,United Kingdom,2116.19,9,70.54
14691,United Kingdom,2114.33,5,29.78
13265,United Kingdom,2107.66,5,23.16
18173,United Kingdom,2106.84,4,67.96
18093,United Kingdom,2106.52,4,58.51
14461,United Kingdom,2103.06,3,11.68
14515,United Kingdom,2102.09,6,20.81
17861,United Kingdom,2100.8,8,9.46
15815,United Kingdom,2100.6,5,42.87
13126,United Kingdom,2099.64,8,15.0
12610,Italy,2099.54,5,19.81
16875,United Kingdom,2095.53,5,18.71
17191,United Kingdom,2095.13,7,8.84
18283,United Kingdom,2094.88,16,2.77
14306,United Kingdom,2093.32,2,63.43
13571,United Kingdom,2092.32,12,6.14
17490,United Kingdom,2092.32,7,27.53
13297,United Kingdom,2089.85,4,35.42
18044,United Kingdom,2088.6,10,16.45
14810,United Kingdom,2087.88,11,8.19
16954,United Kingdom,2085.08,9,38.61
18231,United Kingdom,2083.27,5,16.8
14696,United Kingdom,2078.95,7,15.99
14209,United Kingdom,2073.43,6,23.83
18241,United Kingdom,2073.09,17,19.93
18219,United Kingdom,2069.77,10,18.16
14482,United Kingdom,2068.15,6,14.36
12948,United Kingdom,2064.95,7,17.8
12928,United Kingdom,2062.7,5,24.56
16281,United Kingdom,2062.06,1,121.3
14409,United Kingdom,2059.45,6,38.14
12518,Germany,2056.89,5,16.59
17667,United Kingdom,2055.51,5,17.72
14188,United Kingdom,2054.36,6,31.61
16150,United Kingdom,2053.02,5,17.55
17086,United Kingdom,2050.08,6,21.36
17612,United Kingdom,2048.45,6,15.17
14232,United Kingdom,2048.07,5,17.81
17625,United Kingdom,2047.0,4,6.5
13495,United Kingdom,2044.87,5,42.6
17597,United Kingdom,2044.37,1,37.17
17090,United Kingdom,2043.95,7,32.44
13450,United Kingdom,2043.72,6,28.78
14001,United Kingdom,2043.08,3,52.39
12585,Germany,2040.1,2,23.45
13593,United Kingdom,2037.08,5,15.91
18069,United Kingdom,2036.67,5,4.33
17846,United Kingdom,2033.1,1,2033.1
13630,United Kingdom,2031.78,7,28.62
16409,United Kingdom,2028.88,5,8.75
17337,United Kingdom,2027.87,4,3.73
16358,United Kingdom,2027.5,4,18.6
14544,United Kingdom,2024.45,2,17.76
15341,United Kingdom,2020.52,1,118.85
14506,United Kingdom,2012.17,5,6.37
15531,United Kingdom,2007.44,2,8.8
15372,United Kingdom,2007.4,1,74.35
16098,United Kingdom,2005.63,7,29.93
14730,United Kingdom,2005.06,8,4.0
14217,United Kingdom,2004.98,17,20.05
14462,United Kingdom,2004.02,11,8.35
17082,United Kingdom,2003.85,2,24.74
16754,United Kingdom,2002.4,1,1001.2
15493,United Kingdom,2001.8,5,6.74
18188,United Kingdom,2001.04,3,28.18
13305,United Kingdom,2000.86,10,24.7
16698,United Kingdom,1998.0,2,399.6
17827,United Kingdom,1995.46,5,9.07
18204,United Kingdom,1993.7,3,9.97
17679,United Kingdom,1992.11,2,66.4
17088,United Kingdom,1991.01,4,17.31
13246,United Kingdom,1987.3,6,14.09
13590,United Kingdom,1981.92,6,22.78
13725,United Kingdom,1980.56,8,19.04
17422,United Kingdom,1979.37,6,16.92
16341,United Kingdom,1971.87,4,25.61
17997,United Kingdom,1970.67,8,11.87
12674,France,1970.6,4,23.74
12457,Switzerland,1970.53,5,32.84
17790,United Kingdom,1965.55,14,10.35
17218,United Kingdom,1960.72,10,7.16
15351,United Kingdom,1960.11,7,8.71
14498,United Kingdom,1957.32,5,10.14
12853,United Kingdom,1957.1,6,25.09
17554,United Kingdom,1952.45,5,22.19
14533,United Kingdom,1949.72,7,31.45
14653,United Kingdom,1947.55,7,8.22
15814,United Kingdom,1945.33,4,27.02
15518,United Kingdom,1942.45,8,9.08
14418,United Kingdom,1937.25,3,15.62
14472,United Kingdom,1936.84,8,6.89
15864,United Kingdom,1936.32,6,96.82
15157,United Kingdom,1936.07,3,15.49
12528,Germany,1933.48,6,21.02
14655,United Kingdom,1932.23,4,39.43
14978,United Kingdom,1931.42,5,8.94
16983,United Kingdom,1931.25,7,13.05
13094,United Kingdom,1927.32,12,80.3
16942,United Kingdom,1920.59,9,6.83
15021,United Kingdom,1914.82,9,4.06
17368,United Kingdom,1912.67,8,17.23
14285,United Kingdom,1910.01,4,70.74
16426,United Kingdom,1908.25,10,5.13
17228,United Kingdom,1906.09,8,9.16
14210,United Kingdom,1905.84,6,18.68
15819,United Kingdom,1905.45,4,15.49
14250,United Kingdom,1904.05,3,17.15
12762,Portugal,1898.52,2,27.51
17463,United Kingdom,1896.41,5,8.82
17870,United Kingdom,1894.35,12,6.79
14934,Channel Islands,1890.94,2,21.73
12371,Switzerland,1887.96,2,29.97
15641,United Kingdom,1887.2,4,15.86
16170,United Kingdom,1885.05,6,15.08
13890,United Kingdom,1883.81,10,17.13
16128,United Kingdom,1880.22,5,21.13
17738,United Kingdom,1879.05,4,19.37
15367,United Kingdom,1877.59,4,19.76
17293,United Kingdom,1875.11,9,13.89
16986,United Kingdom,1873.2,2,624.4
13982,United Kingdom,1871.81,4,16.86
16474,United Kingdom,1871.5,7,5.2
17469,United Kingdom,1870.97,5,21.26
16841,United Kingdom,1869.82,6,16.12
14524,United Kingdom,1867.68,9,9.2
17787,United Kingdom,1865.19,4,13.92
16201,United Kingdom,1863.47,4,16.79
14887,United Kingdom,1862.0,1,310.33
12423,Belgium,1859.31,8,14.87
17873,United Kingdom,1859.16,5,42.25
14305,United Kingdom,1858.96,3,17.7
12963,United Kingdom,1856.63,8,19.54
16979,United Kingdom,1852.0,6,20.81
13421,United Kingdom,1851.08,2,17.8
12383,Belgium,1850.56,5,18.69
12381,Norway,1845.31,5,21.21
17519,United Kingdom,1844.02,6,22.49
18180,United Kingdom,1843.75,6,15.49
12950,United Kingdom,1843.0,3,80.13
17015,United Kingdom,1842.56,3,8.49
16102,United Kingdom,1842.14,3,32.32
16455,United Kingdom,1841.18,7,18.6
14113,United Kingdom,1840.42,4,54.13
14216,United Kingdom,1839.3,4,31.17
13924,United Kingdom,1838.85,6,15.72
14459,United Kingdom,1837.92,1,49.67
18287,United Kingdom,1837.28,3,26.25
13650,United Kingdom,1836.34,6,19.13
15827,United Kingdom,1836.09,14,15.97
13048,United Kingdom,1835.91,4,13.5
14665,United Kingdom,1835.7,5,20.4
16152,United Kingdom,1829.04,1,63.07
15203,United Kingdom,1827.8,6,12.87
18122,United Kingdom,1826.21,6,5.02
17702,United Kingdom,1824.37,4,24.65
16153,United Kingdom,1824.23,5,20.5
17705,United Kingdom,1823.52,9,17.7
16169,United Kingdom,1822.97,4,21.45
17828,Malta,1820.09,4,27.17
17629,United Kingdom,1814.12,8,14.75
15260,United Kingdom,1810.77,7,23.52
13481,United Kingdom,1804.56,5,16.56
17663,United Kingdom,1802.91,7,20.96
15812,United Kingdom,1801.14,5,43.93
16249,United Kingdom,1800.07,5,26.09
13562,United Kingdom,1799.33,3,21.94
13196,United Kingdom,1797.78,4,16.34
17750,United Kingdom,1797.57,9,9.31
17648,United Kingdom,1797.5,4,19.75
12348,Finland,1797.24,4,57.98
18235,United Kingdom,1796.48,3,17.27
13134,United Kingdom,1793.58,4,18.3
18179,United Kingdom,1793.17,6,19.92
13510,United Kingdom,1791.56,4,15.58
16719,United Kingdom,1790.42,7,8.91
12523,France,1789.77,11,16.88
14215,United Kingdom,1789.72,6,16.57
14621,United Kingdom,1788.36,5,19.44
13875,United Kingdom,1786.79,5,17.18
14608,United Kingdom,1785.15,4,89.26
14935,Channel Islands,1784.71,1,178.47
15050,United Kingdom,1782.09,3,22.85
16380,United Kingdom,1780.59,1,55.64
15220,United Kingdom,1778.96,6,15.2
17092,United Kingdom,1777.78,4,14.22
12645,Germany,1775.18,4,24.32
17754,United Kingdom,1772.26,5,19.26
15594,United Kingdom,1771.78,5,17.2
15473,United Kingdom,1771.2,7,161.02
17813,United Kingdom,1770.88,5,4.77
14387,United Kingdom,1770.56,3,12.65
16681,United Kingdom,1770.34,6,40.24
13456,United Kingdom,1766.72,6,28.04
15950,United Kingdom,1765.51,4,18.02
16751,United Kingdom,1764.72,1,70.59
12424,Australia,1760.96,2,58.7
12823,United Kingdom,1759.5,5,351.9
12349,Italy,1757.55,1,24.08
15241,United Kingdom,1756.44,8,15.97
16359,United Kingdom,1750.92,9,26.53
13564,United Kingdom,1749.02,3,21.07
13808,United Kingdom,1747.66,5,23.0
15067,United Kingdom,1744.76,3,21.28
13157,United Kingdom,1741.22,4,20.01
14595,United Kingdom,1740.6,6,17.06
17930,United Kingdom,1740.48,5,44.63
17353,United Kingdom,1740.0,2,217.5
17457,United Kingdom,1737.7,5,91.46
14673,United Kingdom,1736.4,5,23.46
17043,United Kingdom,1735.18,4,17.01
16791,United Kingdom,1721.78,7,5.38
17451,United Kingdom,1721.4,7,17.21
14834,United Kingdom,1720.3,6,25.68
15267,United Kingdom,1717.36,5,156.12
17162,United Kingdom,1715.46,10,16.49
13763,United Kingdom,1714.96,1,114.33
17147,United Kingdom,1714.59,4,21.17
14441,United Kingdom,1712.89,4,33.59
12405,Finland,1710.39,1,31.67
15947,United Kingdom,1708.24,1,58.9
12407,Belgium,1708.12,5,22.18
16902,United Kingdom,1706.88,1,38.79
15240,United Kingdom,1706.57,5,21.88
16398,United Kingdom,1705.8,2,20.8
17282,United Kingdom,1703.41,3,18.12
12843,United Kingdom,1702.26,8,16.53
16007,United Kingdom,1701.94,4,4.42
13184,United Kingdom,1701.29,10,9.4
17193,United Kingdom,1699.3,7,53.1
13824,United Kingdom,1698.94,5,36.93
12455,Cyprus,1698.9,2,40.45
16775,United Kingdom,1695.66,11,10.73
12764,Lebanon,1693.88,1,37.64
14245,United Kingdom,1693.45,2,15.68
15549,United Kingdom,1693.26,3,14.72
16813,United Kingdom,1692.98,10,3.77
16671,United Kingdom,1692.27,3,282.05
15380,United Kingdom,1690.26,5,46.95
17152,United Kingdom,1689.5,3,120.68
12635,Germany,1689.18,2,16.72
13162,United Kingdom,1688.29,4,21.37
13577,United Kingdom,1687.6,4,20.33
16638,United Kingdom,1680.72,10,17.88
13647,United Kingdom,1678.12,4,21.24
13149,United Kingdom,1676.06,4,19.49
17656,United Kingdom,1674.69,5,20.42
16115,United Kingdom,1667.97,8,5.87
12912,United Kingdom,1662.3,5,69.26
12530,Germany,1662.28,4,25.19
13012,United Kingdom,1661.84,8,18.67
15214,United Kingdom,1661.44,8,15.1
15024,United Kingdom,1661.33,10,10.72
15332,Lithuania,1661.06,4,47.46
12967,United Kingdom,1660.9,2,87.42
14045,United Kingdom,1659.75,4,276.63
15953,United Kingdom,1659.38,8,16.93
15826,United Kingdom,1654.31,3,24.33
14573,United Kingdom,1653.42,9,7.04
17284,United Kingdom,1652.58,6,5.66
16711,United Kingdom,1651.03,5,75.05
14837,United Kingdom,1649.5,4,15.27
13750,United Kingdom,1647.26,5,68.64
12657,France,1643.18,4,34.96
15002,United Kingdom,1641.76,4,14.28
13627,United Kingdom,1638.47,5,17.81
12398,Switzerland,1635.66,1,19.24
15122,United Kingdom,1633.78,3,19.92
14164,United Kingdom,1631.77,2,56.27
17673,United Kingdom,1629.12,6,7.18
12377,Switzerland,1628.12,2,21.14
16515,United Kingdom,1627.13,5,14.4
14759,United Kingdom,1625.97,3,15.94
16987,United Kingdom,1625.05,7,12.6
13425,United Kingdom,1624.21,3,20.82
15172,United Kingdom,1624.05,5,14.76
14937,Channel Islands,1621.88,3,47.7
17101,United Kingdom,1621.73,4,38.61
14178,United Kingdom,1620.93,7,4.96
16801,United Kingdom,1619.73,4,21.31
18161,United Kingdom,1618.69,5,20.23
14336,United Kingdom,1614.91,4,17.94
16992,United Kingdom,1614.31,5,17.36
15791,United Kingdom,1612.69,2,21.5
14312,United Kingdom,1611.59,6,18.52
13614,United Kingdom,1610.46,4,8.01
14918,United Kingdom,1610.15,2,35.78
12868,United Kingdom,1607.06,6,15.02
16817,United Kingdom,1604.75,9,18.66
12947,United Kingdom,1603.99,6,16.54
16466,United Kingdom,1603.46,7,10.83
14719,United Kingdom,1602.13,5,6.76
14587,United Kingdom,1601.14,9,4.18
15660,United Kingdom,1600.86,9,17.79
16496,United Kingdom,1599.52,3,16.84
13850,United Kingdom,1595.48,1,17.16
17837,United Kingdom,1593.38,8,9.43
16332,United Kingdom,1593.2,7,10.41
16676,United Kingdom,1592.12,4,17.89
14970,United Kingdom,1592.06,4,46.83
15611,United Kingdom,1591.45,13,37.01
18178,United Kingdom,1590.81,4,16.4
14442,Channel Islands,1589.82,2,25.24
12393,Australia,1582.6,4,24.73
15532,United Kingdom,1580.93,4,6.18
12607,USA,1579.51,1,15.64
13814,Germany,1579.12,2,27.7
16889,United Kingdom,1578.67,3,11.69
13186,United Kingdom,1575.89,3,19.95
13634,United Kingdom,1575.16,5,8.38
13659,United Kingdom,1573.2,2,15.13
17671,United Kingdom,1572.71,4,29.67
16283,United Kingdom,1570.81,5,9.46
12865,Austria,1568.23,2,16.51
15906,United Kingdom,1567.69,7,10.45
15111,United Kingdom,1567.48,3,18.66
17085,United Kingdom,1566.65,5,8.38
17204,United Kingdom,1564.56,4,27.45
18239,United Kingdom,1561.61,5,17.75
14038,United Kingdom,1560.38,3,16.96
16394,United Kingdom,1555.34,5,18.74
13313,United Kingdom,1555.32,5,19.94
16369,United Kingdom,1553.66,3,13.17
15620,United Kingdom,1553.18,3,15.53
15117,United Kingdom,1551.78,5,19.64
13320,United Kingdom,1548.7,4,14.61
14229,United Kingdom,1547.2,3,38.68
14704,United Kingdom,1546.91,9,3.73
16790,United Kingdom,1545.62,6,16.62
13397,United Kingdom,1544.13,5,40.64
15701,United Kingdom,1542.14,4,6.51
12818,Austria,1542.08,1,110.15
16365,United Kingdom,1540.42,9,30.2
17159,United Kingdom,1538.88,3,15.24
13849,United Kingdom,1537.95,2,15.23
12877,United Kingdom,1535.77,12,9.97
15392,United Kingdom,1535.53,4,18.28
15625,United Kingdom,1534.26,4,23.97
13107,United Kingdom,1531.62,4,26.41
12759,Netherlands,1531.44,3,16.12
14321,United Kingdom,1530.75,5,12.45
14567,United Kingdom,1530.36,2,46.37
15916,United Kingdom,1528.09,8,9.86
16244,United Kingdom,1522.75,2,16.73
16434,United Kingdom,1522.25,7,13.97
16066,United Kingdom,1521.87,5,14.92
13764,United Kingdom,1521.76,3,7.32
13213,United Kingdom,1520.58,5,16.9
16880,United Kingdom,1519.08,7,8.53
14267,United Kingdom,1516.24,3,27.57
13791,United Kingdom,1516.0,2,137.82
16748,United Kingdom,1515.9,5,21.97
16053,United Kingdom,1511.95,2,18.0
16910,United Kingdom,1510.06,8,2.76
16279,United Kingdom,1509.58,3,14.11
16016,United Kingdom,1508.76,8,6.42
15265,United Kingdom,1506.12,2,18.37
12937,United Kingdom,1504.27,4,12.54
15530,United Kingdom,1502.35,4,13.91
16762,United Kingdom,1501.38,3,16.87
13810,Germany,1499.01,3,42.83
17571,United Kingdom,1498.51,4,5.01
14414,United Kingdom,1496.98,7,15.43
16755,United Kingdom,1496.83,3,8.8
17002,United Kingdom,1493.73,3,30.48
15057,United Kingdom,1489.5,2,59.58
13110,United Kingdom,1488.67,7,10.27
13692,United Kingdom,1488.32,3,28.08
14963,United Kingdom,1487.8,5,7.51
17553,United Kingdom,1487.6,1,743.8
16395,United Kingdom,1486.9,5,7.08
14878,United Kingdom,1485.54,9,11.98
14758,United Kingdom,1484.06,4,20.9
18016,United Kingdom,1483.56,5,12.06
15427,United Kingdom,1483.14,3,4.85
17590,United Kingdom,1479.22,3,7.36
14403,United Kingdom,1475.81,4,73.79
15983,United Kingdom,1475.02,4,13.05
12826,United Kingdom,1474.72,7,16.21
14404,United Kingdom,1474.32,6,14.31
14246,United Kingdom,1474.06,3,19.65
15128,United Kingdom,1471.0,4,14.42
16348,United Kingdom,1469.45,7,6.25
14875,United Kingdom,1465.32,2,31.18
12882,United Kingdom,1463.04,2,112.54
14233,United Kingdom,1462.72,4,41.79
14541,United Kingdom,1461.65,8,13.17
17063,United Kingdom,1461.14,7,18.73
16059,United Kingdom,1459.86,6,8.11
16996,United Kingdom,1456.96,6,39.38
13309,United Kingdom,1456.79,5,13.61
13477,United Kingdom,1454.58,6,18.41
15987,United Kingdom,1451.28,7,10.37
14740,United Kingdom,1448.21,3,16.27
15426,United Kingdom,1447.39,5,4.96
14591,United Kingdom,1447.14,4,7.35
17073,United Kingdom,1446.09,4,8.31
13717,United Kingdom,1445.01,6,14.17
13461,United Kingdom,1445.0,3,53.52
17175,United Kingdom,1443.69,4,22.92
15478,United Kingdom,1441.42,2,31.34
15858,United Kingdom,1438.85,5,7.53
14071,United Kingdom,1438.82,8,4.44
13159,United Kingdom,1437.85,4,11.88
14566,Channel Islands,1432.0,1,358.0
16503,United Kingdom,1431.93,4,17.05
13475,United Kingdom,1431.78,4,16.65
16103,United Kingdom,1429.64,6,29.78
16271,United Kingdom,1429.24,5,10.75
14035,United Kingdom,1428.02,5,21.64
15681,United Kingdom,1426.16,5,26.91
15106,United Kingdom,1422.52,5,14.23
16463,United Kingdom,1422.4,4,17.35
16571,United Kingdom,1421.69,3,16.34
14019,United Kingdom,1421.61,3,21.54
14901,United Kingdom,1421.29,9,14.81
14443,United Kingdom,1420.2,4,15.27
17288,United Kingdom,1419.73,7,10.0
16173,United Kingdom,1418.32,6,16.88
15444,United Kingdom,1418.26,2,6.48
17856,United Kingdom,1418.03,4,94.54
18116,United Kingdom,1418.03,8,3.75
14649,United Kingdom,1417.29,4,7.12
14748,United Kingdom,1415.75,5,15.91
16012,United Kingdom,1415.29,3,15.06
16245,United Kingdom,1413.66,3,15.71
17004,United Kingdom,1412.94,2,32.11
15237,United Kingdom,1412.32,4,14.27
15596,United Kingdom,1406.59,5,18.27
17083,United Kingdom,1405.78,3,27.03
15563,United Kingdom,1400.44,4,12.39
14741,United Kingdom,1400.34,6,23.73
18202,United Kingdom,1396.99,3,20.54
13995,United Kingdom,1393.69,5,16.21
17354,United Kingdom,1393.06,1,87.07
15810,United Kingdom,1391.98,4,15.64
15051,United Kingdom,1391.61,3,9.73
13414,United Kingdom,1390.5,3,57.94
13516,United Kingdom,1389.41,3,31.58
15898,United Kingdom,1388.88,5,16.15
16539,United Kingdom,1388.81,4,30.86
15453,United Kingdom,1388.37,7,4.85
15134,United Kingdom,1387.99,8,19.01
12952,United Kingdom,1387.79,4,17.57
17676,United Kingdom,1387.68,6,17.79
12775,Netherlands,1386.04,5,21.0
13308,United Kingdom,1385.51,3,25.66
18167,United Kingdom,1384.86,3,37.43
17311,United Kingdom,1384.85,2,25.18
13572,United Kingdom,1384.25,1,41.95
14507,United Kingdom,1383.18,6,14.41
14116,United Kingdom,1382.74,5,19.2
16389,United Kingdom,1382.07,4,40.65
16726,United Kingdom,1382.02,5,7.47
17621,United Kingdom,1379.9,3,53.07
12886,United Kingdom,1378.4,2,16.81
15569,United Kingdom,1375.71,5,44.38
16669,United Kingdom,1374.87,3,8.59
14434,United Kingdom,1372.8,6,114.4
15095,United Kingdom,1370.6,4,29.16
13813,Germany,1366.86,4,19.81
14897,United Kingdom,1366.38,4,24.84
13396,United Kingdom,1360.99,2,31.65
14102,United Kingdom,1360.28,5,17.22
15411,United Kingdom,1358.88,4,13.73
13232,United Kingdom,1357.6,7,6.56
17054,United Kingdom,1356.33,5,16.34
14064,United Kingdom,1353.74,5,16.92
14859,United Kingdom,1353.74,4,23.34
15116,United Kingdom,1352.75,4,30.06
16079,United Kingdom,1352.0,3,64.38
16493,United Kingdom,1351.63,4,24.14
12770,Japan,1351.45,1,112.62
12646,USA,1346.97,2,29.93
14154,United Kingdom,1345.62,2,25.88
15398,United Kingdom,1345.53,2,18.43
12463,Belgium,1344.78,4,16.2
17372,United Kingdom,1342.68,8,5.31
16317,United Kingdom,1341.65,3,19.44
13743,United Kingdom,1341.6,7,32.72
18177,United Kingdom,1341.42,6,18.13
16045,United Kingdom,1340.7,4,16.15
13501,Switzerland,1340.32,1,25.78
15734,United Kingdom,1339.45,2,51.52
12620,France,1339.41,3,14.56
15059,United Kingdom,1337.72,9,5.64
16110,United Kingdom,1337.48,3,3.78
12919,United Kingdom,1335.19,6,26.7
15680,United Kingdom,1333.68,3,17.1
17932,United Kingdom,1331.57,3,14.8
12676,Sweden,1331.39,6,29.59
16295,United Kingdom,1328.55,4,16.82
15146,United Kingdom,1327.16,2,14.58
17633,United Kingdom,1324.84,4,18.93
12854,United Kingdom,1324.5,3,12.04
17095,United Kingdom,1324.16,3,17.89
16370,United Kingdom,1320.56,4,5.79
14794,United Kingdom,1319.91,7,16.5
13168,United Kingdom,1319.19,4,10.07
16083,United Kingdom,1317.62,2,42.5
12526,Germany,1316.66,3,18.54
14921,United Kingdom,1316.07,2,16.87
12576,Poland,1315.83,5,14.95
14511,United Kingdom,1314.81,5,19.34
16464,United Kingdom,1314.68,3,5.57
14973,United Kingdom,1314.45,3,41.08
14738,United Kingdom,1314.45,7,24.34
16040,United Kingdom,1313.55,3,20.21
12364,Belgium,1313.1,4,15.45
12516,Germany,1312.06,2,50.46
14856,United Kingdom,1311.38,3,19.87
14477,United Kingdom,1309.6,4,130.96
16120,United Kingdom,1309.14,4,43.64
14047,United Kingdom,1308.61,5,40.89
13328,United Kingdom,1308.48,1,76.97
14297,United Kingdom,1305.33,4,21.05
12507,Spain,1304.81,3,62.13
16744,United Kingdom,1304.76,7,5.39
17919,United Kingdom,1304.04,1,56.7
